Column1,name,address
1544832,한솥도시락제주법원점,"제주특별자치도 제주시 중앙로 323, 1층 (이도이동)"
1544875,총각쭈꾸미,"제주특별자치도 제주시 사라봉7길 44, 지하1층 (건입동)"
1544901,마음에온,"제주특별자치도 제주시 칠성로길 29-1, 1층 (일도일동)"
1545085,칠프로칠백식당아라직영점,"제주특별자치도 제주시 아란9길 6-5, 1층 (아라일동)"
1545176,백년손님,"제주특별자치도 제주시 중앙로 270-1, 백두빌딩 1층 (이도이동)"
1545224,고기다,"제주특별자치도 제주시 우정로5길 22, 1층 (외도일동)"
1545476,전복만찬,제주특별자치도 제주시 승천로 3 (이도이동)
1545495,키친윤,"제주특별자치도 제주시 정원로 55, 1층 (노형동)"
1545499,연동송림,"제주특별자치도 제주시 신대로14길 34 (연동,(연중4로50))"
1545512,외도불닭,제주특별자치도 제주시 우령2길 29-2 (외도일동)
1545513,백프로,"제주특별자치도 제주시 동광로21길 1, 1층 (일도이동)"
1545518,이도정어부,"제주특별자치도 제주시 도공로 24, 1층 (도두일동)"
1545529,돼지아빠,제주특별자치도 제주시 진군3길 11 (노형동)
1545530,전주횟집,"제주특별자치도 제주시 서해안로 546, 1층 (용담삼동)"
1545552,왕원비삼계탕,"제주특별자치도 제주시 우정로12길 4 (외도일동,(우정서8로6))"
1545560,마마무말가든,"제주특별자치도 제주시 아연로 157, 1층 (오라이동)"
1545668,우동사발,제주특별자치도 제주시 삼무로11길 24 (연동)
1545687,래원,제주특별자치도 제주시 과원북4길 3 (노형동)
1545712,제주노조미,"제주특별자치도 제주시 국기로2길 2-3, 1층 (연동)"
1545827,점보파티,제주특별자치도 제주시 용마서1길 36 (용담삼동)
1548848,만세본점,제주특별자치도 제주시 오라로 152 (오라일동)
1549112,푸라닭한라대점,제주특별자치도 제주시 한라대학로 70 (노형동)
1549159,조마루뼈다귀노형점,제주특별자치도 제주시 수덕로 83 (노형동)
1549201,고씨네막창,제주특별자치도 제주시 신성로 88 (도남동)
